team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
MIN,,False,3064514,Julius Randle,30,starters,+6,3-5,60.0,6,1,6,7-13,53.8,2-4,50.0,37,1,3,19,7,2,0
MIN,,False,4431671,Jaden McDaniels,3,starters,+3,3-4,75.0,2,3,5,6-12,50.0,3-4,75.0,29,0,4,18,5,1,3
MIN,,False,3032976,Rudy Gobert,27,starters,0,0-0,0.0,0,1,3,3-4,75.0,4-6,66.7,32,3,6,10,6,0,0
MIN,,False,3934673,Donte DiVincenzo,0,starters,-4,1-3,33.3,2,2,4,3-6,50.0,0-0,0.0,20,0,1,7,4,2,6
MIN,,False,4594268,Anthony Edwards,5,starters,+9,5-10,50.0,1,1,6,14-28,50.0,8-8,100.0,39,1,4,41,7,0,4
MIN,,False,4396971,Naz Reid,11,bench,+1,0-1,0.0,1,2,2,2-4,50.0,2-2,100.0,20,1,2,6,3,1,1
MIN,,False,3195,Mike Conley,10,bench,-3,1-2,50.0,0,0,1,1-5,20.0,0-0,0.0,13,1,2,3,2,1,1
MIN,,False,4432247,Jaylen Clark,22,bench,-2,0-2,0.0,3,0,2,1-5,20.0,0-0,0.0,16,2,2,2,4,2,1
MIN,,False,4432847,Terrence Shannon Jr.,1,bench,+5,2-2,100.0,5,0,4,4-7,57.1,0-0,0.0,25,1,3,10,5,1,2
MIN,,False,4592492,Bones Hyland,8,bench,+5,0-1,0.0,1,0,2,1-2,50.0,0-0,0.0,8,0,2,2,2,0,1
MIN,,False,2968436,Joe Ingles,7,bench,,,,,,,,,,,,,,,,,
MIN,,False,5044385,Leonard Miller,33,bench,,,,,,,,,,,,,,,,,
MIN,,False,5279133,Joan Beringer,19,bench,,,,,,,,,,,,,,,,,
MIN,,False,4432817,Johnny Juzang,33,bench,,,,,,,,,,,,,,,,,
MIN,,False,4684275,Rob Dillingham,4,bench,,,,,,,,,,,,,,,,,
POR,,False,4431736,Toumani Camara,33,starters,-1,2-5,40.0,5,0,5,3-9,33.3,2-2,100.0,35,4,1,10,9,0,0
POR,,False,4683021,Deni Avdija,8,starters,-2,0-6,0.0,1,1,7,6-16,37.5,8-10,80.0,33,0,2,20,7,0,2
POR,,False,5105565,Donovan Clingan,23,starters,-2,2-4,50.0,1,1,4,3-5,60.0,0-0,0.0,30,2,3,8,6,2,1
POR,,False,3995,Jrue Holiday,5,starters,-2,1-7,14.3,7,0,6,5-15,33.3,3-4,75.0,33,0,3,14,6,3,4
POR,,False,4914336,Shaedon Sharpe,17,starters,0,3-9,33.3,4,0,2,5-20,25.0,2-2,100.0,29,0,1,15,2,1,4
POR,,False,2991070,Jerami Grant,9,bench,-6,4-7,57.1,1,1,3,10-14,71.4,5-6,83.3,28,0,3,29,3,0,1
POR,,False,4594326,Kris Murray,24,bench,+2,1-2,50.0,0,0,0,2-3,66.7,2-2,100.0,19,0,1,7,0,0,1
POR,,False,5217746,Yang Hansen,16,bench,-5,0-0,0.0,0,0,0,0-1,0.0,2-2,100.0,5,1,1,2,1,0,0
POR,,False,3907498,Matisse Thybulle,4,bench,-2,0-1,0.0,2,0,2,0-2,0.0,2-2,100.0,14,0,1,2,2,2,0
POR,,False,4683935,Blake Wesley,1,bench,-2,0-1,0.0,4,0,3,2-5,40.0,3-5,60.0,15,0,1,7,3,2,2
POR,,False,4066211,Robert Williams III,35,bench,,,,,,,,,,,,,,,,,
POR,,False,4066268,Duop Reath,26,bench,,,,,,,,,,,,,,,,,
POR,,False,6606,Damian Lillard,0,bench,,,,,,,,,,,,,,,,,
POR,,False,4683678,Scoot Henderson,00,bench,,,,,,,,,,,,,,,,,
POR,,False,5099752,Rayan Rupert,21,bench,,,,,,,,,,,,,,,,,
