team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
MIN,,False,3064514,Julius Randle,30,starters,+8,3-6,50.0,4,0,6,12-19,63.2,3-3,100.0,32,1,2,30,7,1,2
MIN,,False,4431671,Jaden McDaniels,3,starters,+5,2-2,100.0,6,0,4,6-10,60.0,0-0,0.0,32,0,6,14,4,0,3
MIN,,False,3032976,Rudy Gobert,27,starters,+31,0-0,0.0,5,2,12,6-9,66.7,2-3,66.7,35,3,0,14,15,2,1
MIN,,False,3195,Mike Conley,10,starters,+18,2-3,66.7,6,0,3,3-6,50.0,2-2,100.0,29,0,4,10,3,1,1
MIN,,False,3934673,Donte DiVincenzo,0,starters,+12,5-12,41.7,4,0,3,6-14,42.9,1-2,50.0,31,0,2,18,3,1,0
MIN,,False,5279133,Joan Beringer,19,bench,0,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,1,0,0,0,0,0,0
MIN,,False,4396971,Naz Reid,11,bench,0,3-5,60.0,1,0,3,7-13,53.8,1-2,50.0,22,0,4,18,3,0,1
MIN,,False,4432247,Jaylen Clark,22,bench,+19,0-3,0.0,0,0,1,3-6,50.0,0-0,0.0,19,0,1,6,1,1,0
MIN,,False,4432817,Johnny Juzang,9,bench,0,1-1,100.0,0,0,0,1-1,100.0,0-0,0.0,1,0,0,3,0,0,0
MIN,,False,4432847,Terrence Shannon Jr.,1,bench,-10,0-1,0.0,0,0,1,0-1,0.0,2-2,100.0,12,0,0,2,1,0,0
MIN,,False,4592492,Bones Hyland,8,bench,-2,1-3,33.3,1,0,1,1-3,33.3,0-0,0.0,10,0,2,3,1,0,0
MIN,,False,4684275,Rob Dillingham,4,bench,+4,0-0,0.0,4,0,0,2-5,40.0,0-0,0.0,16,0,1,4,0,2,2
MIN,,False,2968436,Joe Ingles,7,bench,,,,,,,,,,,,,,,,,
MIN,,False,5044385,Leonard Miller,33,bench,,,,,,,,,,,,,,,,,
CHA,,False,4066383,Miles Bridges,0,starters,-5,6-11,54.5,4,0,8,10-16,62.5,4-4,100.0,37,0,3,30,8,1,1
CHA,,False,4576060,Ryan Kalkbrenner,11,starters,-22,0-0,0.0,0,4,3,2-4,50.0,2-4,50.0,29,3,1,6,6,0,1
CHA,,False,4277811,Collin Sexton,8,starters,-22,0-3,0.0,2,0,2,2-7,28.6,5-5,100.0,20,0,1,9,2,0,2
CHA,,False,4432816,LaMelo Ball,1,starters,-8,2-8,25.0,8,0,6,7-19,36.8,2-2,100.0,33,1,2,18,7,1,3
CHA,,False,5061575,Kon Knueppel,7,starters,-20,1-8,12.5,2,0,8,1-9,11.1,2-2,100.0,31,0,2,5,8,1,3
CHA,,False,4433249,Moussa Diabate,14,bench,+5,0-0,0.0,1,0,4,3-5,60.0,5-6,83.3,19,5,2,11,9,0,0
CHA,,False,5211176,Tidjane Salaun,31,bench,-12,0-4,0.0,1,0,1,1-5,20.0,0-0,0.0,11,0,1,2,1,0,1
CHA,,False,4432819,Tre Mann,23,bench,-4,2-7,28.6,5,0,1,6-15,40.0,2-2,100.0,23,0,3,16,1,1,1
CHA,,False,4602025,Sion James,4,bench,+11,2-2,100.0,0,0,2,2-3,66.7,2-2,100.0,27,0,1,8,2,0,0
CHA,,False,5239590,Liam McNeeley,33,bench,-8,0-2,0.0,0,0,0,0-3,0.0,0-0,0.0,10,1,0,0,1,0,2
CHA,,False,2488653,Mason Plumlee,22,bench,,,,,,,,,,,,,,,,,
CHA,,False,2578239,Pat Connaughton,21,bench,,,,,,,,,,,,,,,,,
