# Top Lineup Score: 362.25
# Cash Score: 271.50
# Top 3 Lineups:
# Rank 1: 362.25 - C Walker Kessler F Jarace Walker G Cade Cunningham PF Pascal Siakam PG RayJ Dennis SF Nickeil Alexander-Walker SG Keyonte George UTIL Josh Minott
# Rank 1: 362.25 - C Kristaps Porzingis F Jarace Walker G RayJ Dennis PF Matas Buzelis PG Cade Cunningham SF Josh Minott SG Keyonte George UTIL Pascal Siakam
# Rank 3: 361.0 - C Nikola Jokic F Lauri Markkanen G Jrue Holiday PF Jarace Walker PG RayJ Dennis SF Josh Minott SG Keyonte George UTIL Neemias Queta


Player Name,Actual Score,Ownership,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Nikola Jokic,59.0,45.32,1.9464285714285712,1.1785714285714286,0.0,54.5,28.0,0.0,0.0,1.0,0.25,0.0714285714285714,1.0,1.0,0.0,1.0,1.0
Anthony Davis,10.0,22.84,1.4285714285714286,0.8571428571428571,0.0,10.0,7.0,0.0,0.0,1.2857142857142858,0.0,0.1428571428571428,0.0,1.0,0.0,1.0,0.0
Cade Cunningham,66.5,4.97,1.8055555555555556,1.1111111111111112,0.0,65.0,36.0,9.0,0.1384615384615384,1.0277777777777777,0.5454545454545454,0.3888888888888889,0.2352058078919298,4.0,0.3571428571428571,5.0,1.0
Zion Williamson,16.5,1.74,0.6346153846153846,0.6153846153846154,0.0,16.5,26.0,2.0,0.1212121212121212,0.6153846153846154,0.0,0.1923076923076923,0.0763192041173005,1.0,0.4,3.0,0.0
Donovan Mitchell,32.0,3.11,1.0,0.75,0.0,32.0,32.0,1.25,0.0390625,0.6875,0.3333333333333333,0.0625,1.0,1.0,0.0,4.0,0.0
Trae Young,10.25,5.84,1.4642857142857142,1.1428571428571428,0.0,10.25,7.0,0.0,0.0,1.4285714285714286,0.0,0.4285714285714285,0.2936857562408223,1.0,0.0,1.0,0.0
Domantas Sabonis,43.75,5.0,1.3203125,0.8125,0.0,42.25,32.0,6.25,0.1479289940828402,0.90625,0.4285714285714285,0.09375,0.1978239366963402,1.0,0.3333333333333333,3.0,1.0
Josh Giddey,47.5,8.64,1.4838709677419355,1.1935483870967742,0.0,46.0,31.0,5.75,0.125,1.096774193548387,0.1111111111111111,0.2258064516129032,0.21303273277495,4.0,0.4285714285714285,3.0,1.0
Evan Mobley,45.75,6.77,1.3014705882352942,0.7647058823529411,0.0,44.25,34.0,11.25,0.2542372881355932,1.1470588235294117,0.3846153846153846,0.1764705882352941,0.0845222633989131,4.0,0.5,4.0,1.0
Deni Avdija,38.75,3.27,1.1397058823529411,0.8823529411764706,0.0,38.75,34.0,4.25,0.1096774193548387,1.088235294117647,0.625,0.2941176470588235,0.2226162340448741,3.0,0.3,5.0,1.0
Paolo Banchero,51.75,7.27,1.4357142857142855,1.0,0.0,50.25,35.0,9.25,0.1840796019900497,1.4285714285714286,0.2,0.4285714285714285,0.2336751978289487,1.0,0.2666666666666666,2.0,1.0
Pascal Siakam,52.75,46.3,1.385135135135135,0.8918918918918919,0.0,51.25,37.0,1.5,0.0292682926829268,1.4324324324324325,0.1578947368421052,0.3243243243243243,0.1074860928166299,2.0,0.25,4.0,0.0
Jaylen Brown,47.25,5.1,1.4765625,1.125,0.0,47.25,32.0,1.25,0.0264550264550264,0.90625,0.5714285714285714,0.1875,0.1771710320843393,2.0,0.1666666666666666,3.0,1.0
Nikola Vucevic,45.0,10.98,1.318181818181818,0.6060606060606061,0.0,43.5,33.0,7.0,0.160919540229885,0.8484848484848485,0.2857142857142857,0.0606060606060606,1.0,4.0,1.0,2.0,1.0
Jalen Johnson,40.75,2.83,1.4051724137931034,1.0344827586206895,0.0,40.75,29.0,8.25,0.2024539877300613,0.9310344827586208,0.3333333333333333,0.2758620689655172,0.0755946114849675,2.0,0.25,2.0,1.0
Derrick White,33.75,2.12,0.9642857142857144,0.7142857142857143,0.0,33.75,35.0,2.75,0.0814814814814814,0.9142857142857144,0.6428571428571429,0.2,0.1179040087307329,1.0,0.0,3.0,1.0
Darius Garland,0.0,0.0,,,,,,,,,,,,,,,
DeMar DeRozan,33.0,1.66,0.9428571428571428,0.7428571428571429,0.0,33.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
