Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
AJ Green,0.7794117647058824,0.5882352941176471,0.0,13.25,17.0,0.0,0.0,0.47058823529411764,1.0,0.17647058823529413,0.09237875288683602,3,0.0,2.0,1
Aaron Wiggins,0.7115384615384616,0.5384615384615384,0.0,18.5,26.0,2.0,0.10810810810810811,0.5,0.3333333333333333,0.19230769230769232,0.12766231059584737,2,0.4,2.0,0
Adem Bona,0.4090909090909091,0.09090909090909091,0.0,9.0,22.0,0.0,0.0,0.13636363636363635,0.0,0.045454545454545456,0.0,1,0.0,3.0,0
Ajay Mitchell,1.225,0.65,0.0,24.5,20.0,0.0,0.0,0.6,0.2,0.2,0.11157314977890191,2,0.5,2.0,0
Alex Caruso,0.78125,0.4583333333333333,0.0,18.75,24.0,0.0,0.0,0.3333333333333333,1.0,0.125,0.5479452054794512,3,0.3333333333333333,5.0,0
Amir Coffey,0.275,0.1,0.0,2.75,10.0,1.25,0.45454545454545453,0.2,1.0,0.0,0.0,0,0.0,2.0,0
Andre Drummond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Andre Jackson Jr.,1.0416666666666667,0.3333333333333333,0.0,6.25,6.0,1.25,0.2,0.16666666666666666,0.0,0.0,0.0,0,0.0,1.0,1
Anthony Black,0.7884615384615384,0.4230769230769231,0.0,20.5,26.0,3.5,0.17073170731707318,0.4230769230769231,0.75,0.19230769230769232,0.09375200917578475,2,0.2,5.0,0
Asa Newell,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1
Ayo Dosunmu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Bobby Portis,0.7875,0.25,0.0,15.75,20.0,0.0,0.0,0.5,0.7142857142857143,0.05,0.0,2,0.0,2.0,0
Bogdan Bogdanovic,0.9666666666666667,0.5333333333333333,0.0,29.0,30.0,8.25,0.28448275862068967,0.4666666666666667,0.6666666666666666,0.2,0.10387831258848103,4,0.5,3.0,0
Branden Carlson,0.8125,0.5,0.0,3.25,4.0,4.75,1.4615384615384615,0.75,1.0,0.25,0.0,4,1.0,1.0,1
Brandin Podziemski,0.9791666666666666,0.75,0.0,23.5,24.0,0.75,0.031914893617021274,0.7083333333333334,0.8333333333333334,0.2916666666666667,0.14760028664410046,4,0.42857142857142855,3.0,0
Brandon Ingram,1.032258064516129,0.6129032258064516,0.0,32.0,31.0,0.0,0.0,0.5161290322580645,0.4,0.22580645161290322,0.31746311697678836,2,0.0,2.0,1
Brook Lopez,0.96875,0.875,0.0,15.5,16.0,0.0,0.0,0.6875,0.0,0.25,0.3426811458905652,3,0.5,2.0,0
Buddy Hield,1.025,0.75,0.0,20.5,20.0,1.0,0.04878048780487805,0.55,0.6666666666666666,0.25,0.11003043540824652,2,0.2,5.0,0
Caleb Houstan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0
Cam Christie,1.1428571428571428,0.7142857142857143,0.0,8.0,7.0,1.25,0.15625,0.5714285714285714,0.5,0.2857142857142857,1.0,4,1.0,1.0,1
Cason Wallace,0.79,0.56,0.0,19.75,25.0,0.0,0.0,0.4,0.5,0.2,0.17447002834209868,2,0.0,1.0,1
Chet Holmgren,0.9416666666666667,0.5666666666666667,0.0,28.25,30.0,0.0,0.0,0.6,0.2,0.23333333333333334,0.12533110727252864,4,0.5714285714285714,3.0,1
Chris Paul,0.4772727272727273,0.36363636363636365,0.0,5.25,11.0,0.0,0.0,0.2727272727272727,1.0,0.0,0.0,0,0.0,2.0,0
Chris Youngblood,1.125,0.5,0.0,4.5,4.0,4.5,1.0,1.0,0.5,0.5,1.0,4,1.0,1.0,1
Cole Anthony,1.125,0.6666666666666666,0.0,27.0,24.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.2916666666666667,0.15702469167681968,1,0.14285714285714285,3.0,0
Collin Gillespie,1.0595238095238095,0.6666666666666666,0.0,22.25,21.0,0.0,0.0,0.47619047619047616,0.4,0.14285714285714285,0.23781212841854935,2,0.0,3.0,0
Collin Murray-Boyles,0.18333333333333332,0.2,0.0,2.75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Collin Sexton,0.8333333333333334,0.9,0.0,25.0,30.0,0.0,0.0,0.7666666666666667,0.4444444444444444,0.3,0.16850949132867202,1,0.1111111111111111,5.0,0
Dalen Terry,0.7321428571428571,0.2857142857142857,0.0,10.25,14.0,0.0,0.0,0.42857142857142855,0.0,0.07142857142857142,0.0,1,0.0,2.0,0
