Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Aaron Gordon,1.0083333333333333,0.7333333333333333,0.0,30.25,30.0,1.25,0.04132231404958678,0.6666666666666666,0.25,0.3333333333333333,0.2011666238856263,2,0.0,2.0,1
Aaron Nesmith,1.203125,0.75,0.0,38.5,32.0,0.0,0.0,0.78125,0.5555555555555556,0.375,0.274359314837746,1,0.25,3.0,1
Ace Bailey,1.0769230769230769,0.8461538461538461,0.0,28.0,26.0,0.0,0.0,0.7307692307692307,0.6666666666666666,0.34615384615384615,0.20907085989274324,2,0.0,3.0,1
Adem Bona,0.7333333333333333,0.13333333333333333,0.0,11.0,15.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.0,1,0.0,3.0,0
Ajay Mitchell,0.9112903225806451,0.6451612903225806,0.0,28.25,31.0,0.0,0.0,0.6129032258064516,0.2857142857142857,0.2903225806451613,0.12420322563435335,1,0.2222222222222222,3.0,1
Alex Caruso,1.6333333333333333,0.9333333333333333,0.0,24.5,15.0,0.0,0.0,0.6,0.5,0.2,0.6116207951070337,2,0.0,2.0,0
Andre Drummond,0.9772727272727273,0.42424242424242425,0.0,32.25,33.0,1.25,0.03875968992248062,0.48484848484848486,0.3333333333333333,0.24242424242424243,0.10194026435532179,2,0.125,2.0,1
Andrew Nembhard,1.3,1.1,0.0,39.0,30.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.43333333333333335,0.16728978086470586,3,0.23076923076923078,4.0,0
Anfernee Simons,1.1538461538461537,0.9230769230769231,0.0,30.0,26.0,0.0,0.0,0.7692307692307693,0.625,0.34615384615384615,0.11485471968817883,4,0.5555555555555556,6.0,0
Ariel Hukporti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Baylor Scheierman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ben Saraf,2.375,1.5,0.0,4.75,2.0,0.0,0.0,0.5,0.0,0.5,0.0,4,1.0,1.0,1
Ben Sheppard,0.5,0.23529411764705882,0.0,8.5,17.0,4.75,0.5588235294117647,0.4117647058823529,1.0,0.11764705882352941,1.0,1,0.5,3.0,0
Brandin Podziemski,1.119047619047619,0.5238095238095238,0.0,23.5,21.0,0.0,0.0,0.6666666666666666,0.0,0.23809523809523808,0.07971081788576916,3,0.0,4.0,0
Brandon Ingram,1.2651515151515151,0.8787878787878788,0.0,41.75,33.0,2.0,0.04790419161676647,0.7878787878787878,0.5555555555555556,0.48484848484848486,0.21977770714630943,2,0.125,2.0,1
Brice Sensabaugh,1.75,1.125,0.0,28.0,16.0,5.0,0.17857142857142858,0.75,1.0,0.375,0.1109085905462232,3,0.16666666666666666,3.0,0
Brooks Barnhizer,0.609375,0.25,0.0,9.75,16.0,6.5,0.6666666666666666,0.375,0.0,0.1875,0.8130081300813006,4,1.0,2.0,0
Bruce Brown,1.0833333333333333,0.5555555555555556,0.0,29.25,27.0,3.25,0.1111111111111111,0.37037037037037035,0.5,0.25925925925925924,0.09559750566538133,4,0.7142857142857143,2.0,0
Buddy Hield,1.0833333333333333,0.8333333333333334,0.0,13.0,12.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.07396449704142012,3,0.0,3.0,0
Cam Spencer,1.1842105263157894,0.7894736842105263,0.0,22.5,19.0,1.25,0.05555555555555555,0.5789473684210527,0.75,0.2631578947368421,0.06759392213931402,4,0.6,4.0,1
Cameron Johnson,0.45454545454545453,0.36363636363636365,0.0,10.0,22.0,0.0,0.0,0.45454545454545453,0.6,0.13636363636363635,0.1675041876046901,1,0.0,2.0,1
Cason Wallace,0.34523809523809523,0.2857142857142857,0.0,7.25,21.0,0.0,0.0,0.38095238095238093,0.5,0.047619047619047616,0.0,3,0.0,3.0,0
Cedric Coward,0.975,0.6,0.0,29.25,30.0,1.0,0.03418803418803419,0.6,0.625,0.26666666666666666,0.18895494496959625,4,0.375,5.0,0
Chet Holmgren,1.67,1.08,0.0,41.75,25.0,0.0,0.0,0.6,0.0,0.48,0.21466318772179016,3,0.0,3.0,1
Chris Boucher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Chris Youngblood,0.7,0.2,0.0,3.5,5.0,0.0,0.0,0.4,1.0,0.0,0.0,0,0.0,1.0,1
