Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Aaron Gordon,1.1,0.72,0.0,27.5,25.0,3.5,0.12727272727272726,0.68,0.8333333333333334,0.44,0.13542634352353683,2,0.09090909090909091,2.0,1
Aaron Nesmith,0.7016129032258065,0.5161290322580645,0.0,21.75,31.0,0.0,0.0,0.45161290322580644,0.3333333333333333,0.1935483870967742,0.10487170876902571,2,0.0,2.0,1
Aaron Wiggins,0.6759259259259259,0.4444444444444444,0.0,18.25,27.0,0.0,0.0,0.5185185185185185,0.42857142857142855,0.14814814814814814,0.15025165430753668,2,0.0,5.0,0
Adem Bona,0.5416666666666666,0.16666666666666666,0.0,6.5,12.0,0.0,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0,3,0.0,3.0,0
Ajay Mitchell,1.3189655172413792,0.7241379310344828,0.0,38.25,29.0,0.0,0.0,0.5862068965517241,0.125,0.20689655172413793,0.10137049190918888,3,0.16666666666666666,3.0,0
Andre Drummond,1.890625,0.5625,0.0,30.25,16.0,8.0,0.2644628099173554,0.6875,0.2,0.25,0.333815415129765,4,1.0,2.0,1
Anthony Black,0.9583333333333334,0.8333333333333334,0.0,28.75,30.0,2.0,0.06956521739130435,0.6333333333333333,0.6666666666666666,0.4,0.21421733704248017,3,0.16666666666666666,4.0,0
Asa Newell,1.06,0.6,0.0,26.5,25.0,3.75,0.14150943396226415,0.64,0.5,0.2,0.1114944760729038,3,0.4,3.0,0
Ayo Dosunmu,0.7314814814814815,0.7037037037037037,0.0,19.75,27.0,10.0,0.5063291139240507,0.48148148148148145,0.25,0.2222222222222222,0.1247838210363211,4,0.5,4.0,0
Ben Sheppard,0.9270833333333334,0.5,0.0,22.25,24.0,0.0,0.0,0.4166666666666667,0.25,0.16666666666666666,0.15576229486288865,2,0.0,3.0,0
Bennedict Mathurin,1.2946428571428572,1.1071428571428572,0.0,36.25,28.0,0.0,0.0,0.75,0.0,0.5714285714285714,0.10708098252097893,3,0.0,1.0,1
Branden Carlson,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,1.0,1
Brandon Miller,0.5,0.7777777777777778,0.0,4.5,9.0,0.0,0.0,1.0,0.5,0.2222222222222222,1.0,1,0.0,1.0,0
Brooks Barnhizer,0.11363636363636363,0.0,0.0,1.25,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0
Bruce Brown,1.0568181818181819,0.7272727272727273,0.0,23.25,22.0,0.0,0.0,0.5,0.6666666666666666,0.22727272727272727,0.13539909779399834,2,0.2,2.0,0
Caleb Houstan,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1
Cam Spencer,1.3125,0.6875,0.0,21.0,16.0,5.0,0.23809523809523808,0.5625,0.5,0.1875,0.06224712107065049,2,0.3333333333333333,4.0,1
Cameron Johnson,0.96,0.64,0.0,24.0,25.0,1.25,0.052083333333333336,0.68,0.5,0.4,0.16824082908924878,1,0.2,3.0,1
Cason Wallace,0.7403846153846154,0.2692307692307692,0.0,19.25,26.0,0.0,0.0,0.3076923076923077,0.5,0.038461538461538464,0.0,2,0.0,4.0,0
Cedric Coward,1.8958333333333333,1.2916666666666667,0.0,45.5,24.0,1.25,0.027472527472527472,0.7083333333333334,0.0,0.5,0.1907943577234281,3,0.25,5.0,0
Chet Holmgren,2.064814814814815,1.2962962962962963,0.0,55.75,27.0,0.0,0.0,0.9629629629629629,0.25,0.6296296296296297,0.21584977907755862,1,0.29411764705882354,3.0,1
Chris Youngblood,0.4772727272727273,0.36363636363636365,0.0,5.25,11.0,3.25,0.6190476190476191,0.6363636363636364,1.0,0.36363636363636365,0.05364819194524333,4,1.0,4.0,1
Christian Braun,1.0241935483870968,0.7741935483870968,0.0,31.75,31.0,2.75,0.08661417322834646,0.7096774193548387,0.25,0.45161290322580644,0.2107441428844946,3,0.14285714285714285,2.0,1
Collin Gillespie,0.75,0.5714285714285714,0.0,10.5,14.0,0.0,0.0,0.2857142857142857,1.0,0.14285714285714285,1.0,2,0.5,4.0,0
Collin Sexton,1.2333333333333334,0.9666666666666667,0.0,37.0,30.0,0.0,0.0,0.7333333333333333,0.3333333333333333,0.36666666666666664,0.18719016981826195,3,0.0,5.0,0
DaRon Holmes II,1.1666666666666667,1.0,0.0,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Dalen Terry,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0.0,1.0,1
Desmond Bane,0.7983870967741935,0.6774193548387096,0.0,24.75,31.0,3.5,0.1414141414141414,0.6129032258064516,0.4,0.22580645161290322,0.2252462620555348,1,0.2857142857142857,4.0,0
Devin Booker,1.1283783783783783,1.2702702702702702,0.0,41.75,37.0,0.0,0.0,0.8378378378378378,0.3333333333333333,0.5405405405405406,0.12157964324507342,3,0.15,2.0,1
Dillon Brooks,1.0564516129032258,0.5806451612903226,0.0,32.75,31.0,0.0,0.0,0.7096774193548387,0.75,0.1935483870967742,0.18588064238375862,1,0.0,2.0,1
Dominick Barlow,0.40625,0.1875,0.0,6.5,16.0,0.0,0.0,0.3125,0.5,0.0625,0.0,1,0.0,1.0,1
Dyson Daniels,0.6666666666666666,0.4074074074074074,0.0,18.0,27.0,0.0,0.0,0.48148148148148145,0.0,0.18518518518518517,0.294550017584579,2,0.0,3.0,0
Eric Gordon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Franz Wagner,0.875,0.6176470588235294,0.0,29.75,34.0,0.0,0.0,0.7058823529411765,0.1111111111111111,0.29411764705882354,0.13744176944820705,1,0.1,6.0,0
GG Jackson,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,1.0,1
Goga Bitadze,0.9852941176470589,0.35294117647058826,0.0,16.75,17.0,0.0,0.0,0.35294117647058826,0.0,0.17647058823529413,0.06033182503770738,1,0.3333333333333333,2.0,0
Grayson Allen,1.0303030303030303,0.6666666666666666,0.0,34.0,33.0,0.0,0.0,0.45454545454545453,0.8333333333333334,0.18181818181818182,0.12514869715753885,1,0.3333333333333333,3.0,1
Hunter Tyson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Isaac Okoro,0.29545454545454547,0.045454545454545456,0.0,6.5,22.0,0.0,0.0,0.4090909090909091,0.75,0.0,0.0,0,0.0,4.0,1
Isaiah Hartenstein,1.1206896551724137,0.6206896551724138,0.0,32.5,29.0,0.0,0.0,0.5172413793103449,0.16666666666666666,0.2413793103448276,0.1459367926551037,2,0.2857142857142857,3.0,1
Isaiah Jackson,0.9375,0.25,0.0,11.25,12.0,0.0,0.0,0.5,0.0,0.16666666666666666,1.0,2,0.0,2.0,1
Isaiah Livers,0.7,0.6,0.0,3.5,5.0,5.0,1.4285714285714286,0.6,1.0,0.2,0.0,4,1.0,1.0,1
Ja Morant,1.3611111111111112,1.0,0.0,36.75,27.0,0.0,0.0,0.9629629629629629,0.2222222222222222,0.5185185185185185,0.15182035253576248,3,0.07142857142857142,3.0,0
Jabari Walker,0.5333333333333333,0.13333333333333333,0.0,8.0,15.0,0.0,0.0,0.5333333333333333,1.0,0.0,0.0,0,0.0,2.0,0
Jacob Toppin,0.4,0.4,0.0,2.0,5.0,2.0,1.0,0.6,0.0,0.2,0.0,4,1.0,1.0,1
Jalen Pickett,0.6666666666666666,0.6666666666666666,0.0,2.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,4,1.0,1.0,1
Jalen Smith,1.3676470588235294,1.1176470588235294,0.0,23.25,17.0,0.0,0.0,0.8823529411764706,0.0,0.47058823529411764,0.09359212664844746,2,0.125,2.0,0
Jamal Cain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Jamal Murray,1.265625,0.9375,0.0,40.5,32.0,0.0,0.0,0.75,0.5555555555555556,0.375,0.1541737130930523,1,0.3333333333333333,3.0,0
James Wiseman,0.475,0.35,0.0,9.5,20.0,8.0,0.8421052631578947,0.4,0.0,0.1,1.0,4,1.0,3.0,1
Jarace Walker,0.8055555555555556,0.37037037037037035,0.0,21.75,27.0,2.75,0.12643678160919541,0.5185185185185185,0.5454545454545454,0.07407407407407407,1.0,3,0.5,3.0,0
Jaren Jackson Jr.,0.84,0.76,0.0,21.0,25.0,0.0,0.0,0.84,0.2857142857142857,0.4,0.27725314829836684,2,0.0,5.0,0
Jase Richardson,0.3125,0.5,0.0,2.5,8.0,0.0,0.0,0.875,0.6666666666666666,0.25,1.0,3,0.0,1.0,1
Javon Small,1.380952380952381,1.0476190476190477,0.0,29.0,21.0,10.0,0.3448275862068966,0.6190476190476191,0.5,0.38095238095238093,0.0998783778695544,4,0.625,4.0,0
Jay Huff,0.45,0.2,0.0,4.5,10.0,2.5,0.5555555555555556,0.2,1.0,0.1,0.0,2,0.0,2.0,1
Jaylen Wells,0.3055555555555556,0.2222222222222222,0.0,8.25,27.0,0.0,0.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.2590673575129532,2,0.0,3.0,0
Jaylin Williams,0.5694444444444444,0.5,0.0,10.25,18.0,2.0,0.1951219512195122,0.5,1.0,0.16666666666666666,0.09438414346389806,1,0.0,3.0,0
