Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
AJ Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Aaron Nesmith,1.3557692307692308,1.0,0.0,35.25,26.0,0.0,0.0,0.8461538461538461,0.0,0.5769230769230769,0.2583953215245583,2,0.0,3.0,1
Adem Bona,0.75,0.0,0.0,4.5,6.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0,0.0,1.0,0
Adou Thiero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Alex Sarr,1.3225806451612903,0.7741935483870968,0.0,41.0,31.0,5.25,0.12804878048780488,0.8064516129032258,0.3,0.3548387096774194,0.11816225505099033,3,0.2727272727272727,2.0,1
Andre Drummond,1.0625,0.375,0.0,17.0,16.0,2.5,0.14705882352941177,0.5625,0.0,0.1875,0.09021199819576003,2,0.3333333333333333,3.0,1
Andrew Nembhard,0.9242424242424242,0.9393939393939394,0.0,30.5,33.0,0.0,0.0,0.8787878787878788,0.5,0.3939393939393939,0.2103813553475803,3,0.07692307692307693,3.0,0
Andrew Wiggins,0.8106060606060606,0.5151515151515151,0.0,26.75,33.0,6.25,0.2336448598130841,0.6363636363636364,0.6,0.24242424242424243,0.0814257536452915,1,0.125,4.0,0
Anthony Gill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Asa Newell,1.25,0.6666666666666666,0.0,33.75,27.0,0.0,0.0,0.5185185185185185,0.75,0.2962962962962963,0.1526225023960994,1,0.25,3.0,0
Ayo Dosunmu,0.8369565217391305,0.6956521739130435,0.0,19.25,23.0,0.0,0.0,0.6086956521739131,0.2,0.34782608695652173,0.06026781826527486,1,0.125,5.0,0
Ben Sheppard,0.32608695652173914,0.2608695652173913,0.0,7.5,23.0,1.25,0.16666666666666666,0.4782608695652174,0.6666666666666666,0.08695652173913043,1.0,2,0.0,4.0,0
Bismack Biyombo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Bogdan Bogdanovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Bradley Beal,0.95,0.8,0.0,19.0,20.0,0.0,0.0,0.6,0.4,0.3,0.14787717238072298,3,0.0,2.0,1
Brandon Ingram,1.027027027027027,0.7297297297297297,0.0,38.0,37.0,0.0,0.0,0.6486486486486487,0.42857142857142855,0.3783783783783784,0.23299569179311044,1,0.14285714285714285,3.0,1
Brandon Williams,1.2884615384615385,0.8076923076923077,0.0,33.5,26.0,3.5,0.1044776119402985,0.7307692307692307,0.3333333333333333,0.3076923076923077,0.19664093712952768,4,0.375,6.0,0
Bronny James,0.9166666666666666,0.6666666666666666,0.0,16.5,18.0,0.0,0.0,0.4444444444444444,0.5,0.2222222222222222,0.10439234686874825,4,0.5,2.0,1
Brook Lopez,0.9230769230769231,0.6153846153846154,0.0,12.0,13.0,0.0,0.0,0.46153846153846156,1.0,0.3076923076923077,0.08217872341529117,1,0.0,2.0,0
