Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Aaron Gordon,0.49242424242424243,0.42424242424242425,0.0,16.25,33.0,2.0,0.12307692307692308,0.45454545454545453,0.3333333333333333,0.18181818181818182,0.13061121981537566,1,0.0,4.0,0
Aaron Holiday,0.7857142857142857,0.7142857142857143,0.0,5.5,7.0,2.0,0.36363636363636365,0.42857142857142855,1.0,0.2857142857142857,1.0,4,1.0,1.0,1
Aaron Wiggins,0.7129629629629629,0.5555555555555556,0.0,19.25,27.0,0.0,0.0,0.5555555555555556,0.5714285714285714,0.18518518518518517,0.1382197200612906,2,0.2,4.0,0
Ace Bailey,0.6964285714285714,0.5,0.0,9.75,14.0,0.0,0.0,0.6428571428571429,0.5,0.14285714285714285,1.0,1,0.0,3.0,0
Adem Bona,0.78,0.32,0.0,19.5,25.0,0.0,0.0,0.44,0.0,0.2,0.1323014122404197,3,0.4,3.0,1
Ajay Mitchell,1.0462962962962963,0.7407407407407407,0.0,28.25,27.0,1.25,0.04424778761061947,0.7407407407407407,0.6666666666666666,0.37037037037037035,0.12563862338534962,3,0.1,4.0,0
Alperen Sengun,1.3,1.0,0.0,39.0,30.0,0.0,0.0,0.6,0.0,0.4,0.23040851999084863,3,0.08333333333333333,3.0,0
Amen Thompson,1.24,0.8,0.0,31.0,25.0,0.0,0.0,0.64,0.16666666666666666,0.28,0.21664571657765175,3,0.0,4.0,0
Andre Drummond,0.8260869565217391,0.21739130434782608,0.0,19.0,23.0,0.0,0.0,0.391304347826087,0.25,0.08695652173913043,1.0,3,0.5,3.0,0
Anfernee Simons,1.1875,0.875,0.0,38.0,32.0,1.0,0.02631578947368421,0.71875,0.875,0.3125,0.1572209699641439,4,0.5,3.0,0
Anthony Black,0.7916666666666666,0.6333333333333333,0.0,23.75,30.0,0.0,0.0,0.6333333333333333,0.25,0.26666666666666666,0.12484248627498455,3,0.25,5.0,0
Anthony Davis,1.2171052631578947,0.7894736842105263,0.0,46.25,38.0,14.25,0.3081081081081081,0.7105263157894737,0.16666666666666666,0.42105263157894735,0.2357469831051207,2,0.375,3.0,1
Asa Newell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ausar Thompson,0.6166666666666667,0.4666666666666667,0.0,9.25,15.0,0.0,0.0,0.7333333333333333,0.25,0.2,0.10045203415369161,1,0.0,3.0,0
Austin Reaves,1.4615384615384615,1.3846153846153846,0.0,57.0,39.0,8.0,0.14035087719298245,1.0256410256410255,0.4,0.6410256410256411,0.2253027062885191,1,0.2,3.0,1
Ayo Dosunmu,1.1018518518518519,0.8518518518518519,0.0,29.75,27.0,8.25,0.2773109243697479,0.5925925925925926,0.5,0.37037037037037035,0.05255035245947225,4,0.4,4.0,0
Baylor Scheierman,0.9285714285714286,0.21428571428571427,0.0,13.0,14.0,1.25,0.09615384615384616,0.21428571428571427,1.0,0.07142857142857142,0.0,3,0.0,3.0,0
Ben Saraf,0.67,0.52,0.0,16.75,25.0,1.5,0.08955223880597014,0.4,0.6,0.08,1.0,1,0.0,3.0,1
Bismack Biyombo,0.48214285714285715,0.21428571428571427,0.0,6.75,14.0,4.75,0.7037037037037037,0.2857142857142857,0.0,0.07142857142857142,0.0,4,1.0,4.0,0
Blake Wesley,0.578125,0.5,0.0,9.25,16.0,0.0,0.0,0.375,0.0,0.125,1.0,2,0.0,4.0,0
Bobi Klintman,1.3928571428571428,0.2857142857142857,0.0,9.75,7.0,3.75,0.38461538461538464,0.42857142857142855,0.0,0.14285714285714285,0.0,4,1.0,1.0,1
Bones Hyland,0.46875,0.4375,0.0,7.5,16.0,0.0,0.0,0.6875,0.8,0.125,1.0,2,0.0,3.0,1
Brandin Podziemski,1.296875,0.90625,0.0,41.5,32.0,7.5,0.18072289156626506,0.65625,0.25,0.3125,0.19325600940819943,3,0.2,6.0,0
Brandon Ingram,0.7890625,0.59375,0.0,25.25,32.0,0.0,0.0,0.5625,0.5,0.28125,0.1808222682413528,2,0.0,2.0,1
Brice Sensabaugh,0.5416666666666666,0.4166666666666667,0.0,6.5,12.0,0.0,0.0,0.6666666666666666,1.0,0.16666666666666666,1.0,2,0.0,4.0,0
Bronny James,0.5375,0.3,0.0,10.75,20.0,0.0,0.0,0.25,0.0,0.0,0.0,0,0.0,5.0,0
Brooks Barnhizer,0.5416666666666666,0.3333333333333333,0.0,3.25,6.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,2,0.0,3.0,0
Bruce Brown,0.5961538461538461,0.23076923076923078,0.0,7.75,13.0,0.0,0.0,0.5384615384615384,0.0,0.07692307692307693,0.0,2,0.0,3.0,0
Bryce McGowens,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.0,0,0.0,1.0,1
Buddy Hield,0.6944444444444444,0.3888888888888889,0.0,12.5,18.0,0.0,0.0,0.6111111111111112,1.0,0.16666666666666666,0.02931691586045148,2,0.0,4.0,0
Cade Cunningham,0.8362068965517241,0.7241379310344828,0.0,24.25,29.0,0.0,0.0,0.9310344827586207,0.46153846153846156,0.27586206896551724,0.1760169113320146,3,0.0,3.0,0
Caleb Love,1.0909090909090908,0.5454545454545454,0.0,12.0,11.0,0.0,0.0,0.9090909090909091,0.5,0.18181818181818182,1.0,3,0.0,3.0,0
Caleb Martin,0.45,0.4,0.0,2.25,5.0,0.0,0.0,1.0,1.0,0.2,0.0,1,0.0,1.0,0
Cam Spencer,1.4642857142857142,1.1428571428571428,0.0,20.5,14.0,0.0,0.0,0.7142857142857143,0.0,0.35714285714285715,0.10962325786667576,4,0.6,4.0,1
Cam Thomas,0.59,0.52,0.0,14.75,25.0,0.0,0.0,0.6,0.1111111111111111,0.2,0.19957338935202087,3,0.0,2.0,1
Cameron Johnson,0.5263157894736842,0.47368421052631576,0.0,10.0,19.0,0.0,0.0,0.5263157894736842,0.6666666666666666,0.10526315789473684,1.0,1,0.0,3.0,1
Carter Bryant,0.4090909090909091,0.45454545454545453,0.0,4.5,11.0,0.0,0.0,0.45454545454545453,0.0,0.09090909090909091,0.0,2,0.0,3.0,1
Cason Wallace,0.5833333333333334,0.30303030303030304,0.0,19.25,33.0,0.0,0.0,0.3333333333333333,0.7142857142857143,0.06060606060606061,1.0,2,0.0,4.0,1
Cedric Coward,0.76,0.48,0.0,19.0,25.0,3.25,0.17105263157894737,0.4,1.0,0.16,0.19317306153758584,1,0.25,6.0,0
Charles Bassey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Chaz Lanier,0.6458333333333334,0.5833333333333334,0.0,7.75,12.0,5.0,0.6451612903225806,0.5,0.6666666666666666,0.16666666666666666,1.0,4,1.0,1.0,1
Chet Holmgren,1.3203125,0.71875,0.0,42.25,32.0,5.25,0.1242603550295858,0.6875,0.5,0.3125,0.13587000240140554,3,0.2,4.0,1
Chris Boucher,-0.16666666666666666,0.3333333333333333,0.0,-0.5,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,1.0,1
Chris Manon,0.3125,0.0,0.0,1.25,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,2.0,1
Chris Youngblood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0
Christian Braun,0.6759259259259259,0.3333333333333333,0.0,18.25,27.0,0.0,0.0,0.2962962962962963,0.5,0.1111111111111111,0.14970059880239522,1,0.0,2.0,1
Christian Koloko,0.4166666666666667,0.0,0.0,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0
Clint Capela,0.9464285714285714,0.5714285714285714,0.0,13.25,14.0,0.0,0.0,0.5,0.0,0.2857142857142857,0.0923968937122425,2,0.5,2.0,1
Cody Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Colby Jones,1.4285714285714286,0.5714285714285714,0.0,10.0,7.0,3.75,0.375,0.5714285714285714,1.0,0.14285714285714285,0.0,4,1.0,1.0,1
Collin Gillespie,1.4609375,0.96875,0.0,46.75,32.0,11.25,0.24064171122994651,0.53125,0.875,0.21875,0.08799382060170324,4,0.8571428571428571,6.0,0
Collin Murray-Boyles,1.3645833333333333,0.9166666666666666,0.0,32.75,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Cooper Flagg,0.27419354838709675,0.06451612903225806,0.0,8.5,31.0,0.0,0.0,0.25806451612903225,0.42857142857142855,0.03225806451612903,0.0,2,0.0,7.0,0
Craig Porter Jr.,0.9479166666666666,0.3333333333333333,0.0,22.75,24.0,0.0,0.0,0.2916666666666667,0.5,0.125,0.12507817385866166,3,0.0,4.0,0
D'Angelo Russell,0.9333333333333333,0.7,0.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
DaRon Holmes II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Dalen Terry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Dalton Knecht,1.04,0.76,0.0,26.0,25.0,3.5,0.1346153846153846,0.76,0.8571428571428571,0.36,0.21286318327790912,4,0.5555555555555556,3.0,0
Daniss Jenkins,0.9772727272727273,0.7727272727272727,0.0,21.5,22.0,-0.5,-0.023255813953488372,0.5,0.0,0.18181818181818182,0.49359243905795663,4,0.75,4.0,0
David Jones Garcia,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Day'Ron Sharpe,1.6136363636363635,0.8636363636363636,0.0,35.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
De'Andre Hunter,1.2604166666666667,0.875,0.0,30.25,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
DeAndre Jordan,1.2045454545454546,0.6363636363636364,0.0,13.25,11.0,0.0,0.0,0.5454545454545454,0.0,0.36363636363636365,0.48433033185997887,2,0.0,2.0,1
Dean Wade,0.95,0.45,0.0,19.0,20.0,0.0,0.0,0.45,0.25,0.15,0.4395604395604395,2,0.0,4.0,0
