Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Aaron Gordon,0.6953125,0.5625,0.0,22.25,32.0,3.0,0.1348314606741573,0.59375,0.4,0.28125,0.12886714819000547,1,0.1111111111111111,3.0,0
Aaron Nesmith,0.76,0.52,0.0,19.0,25.0,0.0,0.0,0.64,0.75,0.28,0.20016164261094258,1,0.0,3.0,1
Ace Bailey,0.9130434782608695,0.5217391304347826,0.0,21.0,23.0,5.75,0.27380952380952384,0.4782608695652174,0.4,0.17391304347826086,0.08452604875412555,4,0.75,5.0,0
Adem Bona,0.8409090909090909,0.2727272727272727,0.0,9.25,11.0,0.0,0.0,0.36363636363636365,0.0,0.09090909090909091,0.0,4,1.0,4.0,0
Andre Drummond,1.0833333333333333,0.5,0.0,13.0,12.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.05079844911615579,2,0.0,2.0,1
Anfernee Simons,1.0344827586206897,0.7586206896551724,0.0,30.0,29.0,0.0,0.0,0.8275862068965517,0.46153846153846156,0.3103448275862069,0.16838289851812624,2,0.1111111111111111,3.0,0
Ariel Hukporti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Asa Newell,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,1.0,1
Austin Reaves,0.9444444444444444,0.75,0.0,34.0,36.0,0.0,0.0,0.75,0.6666666666666666,0.3888888888888889,0.09672478254989152,1,0.2857142857142857,4.0,0
Ayo Dosunmu,1.4655172413793103,1.103448275862069,0.0,42.5,29.0,1.25,0.029411764705882353,0.6896551724137931,0.6666666666666666,0.4482758620689655,0.12079279651989283,1,0.23076923076923078,5.0,0
Baylor Scheierman,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0,0.0,2.0,1
Ben Sheppard,0.49137931034482757,0.1724137931034483,0.0,14.25,29.0,0.0,0.0,0.3103448275862069,0.8333333333333334,0.06896551724137931,1.0,2,0.5,3.0,0
Blake Wesley,1.2,0.7,0.0,12.0,10.0,0.0,0.0,0.7,0.25,0.3,0.2735978112175103,2,0.0,2.0,0
Bogdan Bogdanovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Bradley Beal,0.6309523809523809,0.5714285714285714,0.0,13.25,21.0,0.0,0.0,0.5714285714285714,0.2,0.23809523809523808,0.21348121911492055,3,0.0,2.0,1
Brandon Ingram,1.1571428571428573,0.7714285714285715,0.0,40.5,35.0,7.5,0.18518518518518517,0.7142857142857143,0.375,0.37142857142857144,0.16449630613695773,4,0.46153846153846156,2.0,1
Brice Sensabaugh,0.6,0.8,0.0,3.0,5.0,0.0,0.0,1.2,0.6666666666666666,0.2,0.0,1,0.0,1.0,0
Bronny James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Brook Lopez,0.7321428571428571,0.2857142857142857,0.0,10.25,14.0,0.0,0.0,0.5714285714285714,0.6,0.14285714285714285,1.0,2,0.5,2.0,0
Bruce Brown,0.5375,0.25,0.0,10.75,20.0,0.0,0.0,0.4,0.6666666666666666,0.15,0.09930486593843098,2,0.3333333333333333,3.0,0
Bryce McGowens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Caleb Houstan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1
Cam Christie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Cam Spencer,1.105263157894737,0.8421052631578947,0.0,21.0,19.0,-0.5,-0.023809523809523808,0.6842105263157895,0.3333333333333333,0.3684210526315789,0.11199161387447229,3,0.42857142857142855,4.0,0
Cameron Johnson,0.6612903225806451,0.3225806451612903,0.0,20.5,31.0,3.25,0.15853658536585366,0.2903225806451613,1.0,0.16129032258064516,0.12206833931683098,2,0.0,3.0,1
Cedric Coward,1.3461538461538463,0.6923076923076923,0.0,35.0,26.0,2.0,0.05714285714285714,0.8076923076923077,0.5,0.34615384615384615,0.1426810098087717,1,0.2222222222222222,4.0,0
Charles Bassey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Chris Boucher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Chris Paul,1.1944444444444444,0.7777777777777778,0.0,10.75,9.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,1,0.0,2.0,0
Christian Braun,0.3416666666666667,0.3333333333333333,0.0,10.25,30.0,2.0,0.1951219512195122,0.4666666666666667,0.6,0.1,0.12277470841006753,1,0.0,2.0,1
Cody Williams,0.6833333333333333,0.5333333333333333,0.0,10.25,15.0,5.0,0.4878048780487805,0.4666666666666667,0.6666666666666666,0.2,0.14275517487508932,3,0.3333333333333333,3.0,0
Collin Gillespie,1.1388888888888888,0.6666666666666666,0.0,30.75,27.0,5.0,0.16260162601626016,0.4444444444444444,1.0,0.18518518518518517,0.08194837803595544,4,0.6,5.0,0
Collin Murray-Boyles,0.55,0.3,0.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Craig Porter Jr.,0.8333333333333334,0.3333333333333333,0.0,17.5,21.0,0.0,0.0,0.38095238095238093,0.2,0.09523809523809523,1.0,3,0.0,4.0,0
Dalen Terry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Dalton Knecht,0.7666666666666667,0.4,0.0,11.5,15.0,0.0,0.0,0.4666666666666667,0.6666666666666666,0.13333333333333333,1.0,2,0.0,5.0,0
Damian Lillard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
De'Andre Hunter,1.1470588235294117,0.9117647058823529,0.0,39.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
DeAndre Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Dean Wade,0.8833333333333333,0.3,0.0,26.5,30.0,3.25,0.12264150943396226,0.3,0.8,0.1,0.07961783439490447,4,0.6666666666666666,4.0,0
Deandre Ayton,0.5,0.5882352941176471,0.0,8.5,17.0,0.0,0.0,0.4117647058823529,0.0,0.29411764705882354,0.15208295708698316,2,0.0,1.0,1
Deni Avdija,1.0,0.9393939393939394,0.0,33.0,33.0,3.5,0.10606060606060606,0.8787878787878788,0.2857142857142857,0.42424242424242425,0.22292344435932152,2,0.2857142857142857,5.0,0
Derik Queen,1.0576923076923077,0.5384615384615384,0.0,13.75,13.0,0.0,0.0,0.8461538461538461,0.0,0.3076923076923077,0.08919326497084328,3,0.25,2.0,0
Derrick Jones Jr.,0.9051724137931034,0.5862068965517241,0.0,26.25,29.0,5.5,0.20952380952380953,0.3793103448275862,1.0,0.2413793103448276,0.14742933409960057,1,0.2857142857142857,2.0,1
Derrick White,0.9142857142857143,0.6,0.0,32.0,35.0,1.25,0.0390625,0.5714285714285714,0.5555555555555556,0.2,0.10159758682272947,2,0.2857142857142857,4.0,0
Devin Booker,1.5769230769230769,1.1794871794871795,0.0,61.5,39.0,7.5,0.12195121951219512,0.8205128205128205,0.3,0.46153846153846156,0.23915226078490406,3,0.2222222222222222,4.0,0
Donovan Clingan,1.0520833333333333,0.25,0.0,25.25,24.0,0.0,0.0,0.375,0.75,0.125,0.1731601731601732,3,0.3333333333333333,4.0,0
Duop Reath,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.0,0,0.0,2.0,1
Dyson Daniels,1.1513157894736843,0.6578947368421053,0.0,43.75,38.0,6.25,0.14285714285714285,0.47368421052631576,0.0,0.2631578947368421,0.1335769423964721,1,0.4,4.0,0
