Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
AJ Johnson,0.8333333333333334,0.3333333333333333,0.0,5.0,6.0,2.25,0.45,0.3333333333333333,0.0,0.16666666666666666,0.0,4,1.0,1.0,1
Aaron Gordon,1.096774193548387,0.9032258064516129,0.0,34.0,31.0,2.75,0.08088235294117647,0.7741935483870968,0.5,0.45161290322580644,0.2043483478228773,2,0.07142857142857142,2.0,1
Aaron Holiday,0.75,0.5,0.0,1.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,1.0,1
Aaron Nesmith,0.8984375,0.625,0.0,28.75,32.0,11.0,0.3826086956521739,0.5625,0.5555555555555556,0.1875,0.12148605977838935,2,0.3333333333333333,4.0,1
Aaron Wiggins,1.5555555555555556,1.0740740740740742,0.0,42.0,27.0,0.0,0.0,0.8148148148148148,0.42857142857142855,0.37037037037037035,0.15646034185166588,1,0.2,3.0,1
Ace Bailey,0.7894736842105263,0.5789473684210527,0.0,15.0,19.0,0.0,0.0,0.7894736842105263,0.0,0.3157894736842105,0.11614629111694136,1,0.0,4.0,0
Adem Bona,0.6388888888888888,0.3888888888888889,0.0,11.5,18.0,0.0,0.0,0.6111111111111112,0.25,0.16666666666666666,0.49019607843137253,2,0.0,4.0,1
Adou Thiero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ajay Mitchell,0.967741935483871,0.9354838709677419,0.0,30.0,31.0,3.0,0.1,0.7741935483870968,0.3333333333333333,0.45161290322580644,0.11794827308367312,4,0.6428571428571429,5.0,0
Al Horford,0.5648148148148148,0.1111111111111111,0.0,15.25,27.0,0.0,0.0,0.4074074074074074,0.875,0.0,0.0,0,0.0,5.0,0
Alex Sarr,1.7586206896551724,1.206896551724138,0.0,51.0,29.0,0.0,0.0,0.8620689655172413,0.125,0.5172413793103449,0.10275720436993283,1,0.3333333333333333,3.0,1
Alperen Sengun,1.4714285714285715,0.9428571428571428,0.0,51.5,35.0,4.5,0.08737864077669903,0.7428571428571429,0.25,0.4,0.07732334806661399,1,0.2857142857142857,5.0,0
Amen Thompson,1.3974358974358974,0.9487179487179487,0.0,54.5,39.0,10.0,0.1834862385321101,0.7692307692307693,0.16666666666666666,0.358974358974359,0.16724968073399865,1,0.21428571428571427,4.0,0
Andre Drummond,1.3125,0.5357142857142857,0.0,36.75,28.0,2.5,0.06802721088435375,0.35714285714285715,0.0,0.21428571428571427,0.3104308491995252,2,0.0,5.0,0
Andrew Wiggins,1.3125,0.84375,0.0,42.0,32.0,2.5,0.05952380952380952,0.625,0.2,0.34375,0.18630427773968755,2,0.09090909090909091,2.0,1
Anfernee Simons,0.8166666666666667,0.7,0.0,24.5,30.0,15.5,0.6326530612244898,0.7,0.6666666666666666,0.23333333333333334,0.31840685119378076,4,0.7142857142857143,2.0,0
