Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
AJ Green,0.6574074074074074,0.4444444444444444,0.0,17.75,27.0,3.25,0.18309859154929578,0.3333333333333333,1.0,0.14814814814814814,0.06045176007830354,1,0.25,2.0,1
AJ Johnson,0.6875,0.25,0.0,1.375,3.0,0.625,0.22727272727272727,0.25,0.0,0.0,0.0,0,0.0,1.0,1
Ace Bailey,0.475,0.25,0.0,9.5,20.0,1.25,0.13157894736842105,0.3,0.5,0.05,0.0,1,0.0,4.0,0
Adem Bona,0.2833333333333333,0.2,0.0,4.25,15.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,3.0,0
Alex Sarr,1.353653846153846,0.8692307692307693,0.0,34.375,25.5,7.75,0.2516205229619864,0.6115384615384616,0.16666666666666666,0.3161538461538462,0.13086601055240596,3,0.2909090909090909,3.0,0
Amir Coffey,0.38461538461538464,0.3076923076923077,0.0,5.0,13.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,4,1.0,3.0,1
Andre Drummond,0.4166666666666667,0.0,0.0,1.25,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0,0.0,1.0,1
Andre Jackson Jr.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1
Andrew Wiggins,0.890625,0.625,0.0,28.5,32.0,10.25,0.35964912280701755,0.75,0.5,0.34375,0.13818258118957055,4,0.45454545454545453,3.0,0
Anfernee Simons,0.765625,0.4375,0.0,24.5,32.0,0.0,0.0,0.40625,0.8,0.1875,0.15962274836014445,2,0.16666666666666666,3.0,0
Anthony Black,0.7717391304347826,0.43478260869565216,0.0,17.75,23.0,0.0,0.0,0.391304347826087,0.25,0.13043478260869565,0.053633681952266025,1,0.0,3.0,0
Anthony Davis,1.4609375,0.71875,0.0,46.75,32.0,0.0,0.0,0.96875,0.14285714285714285,0.40625,0.21131009495503544,1,0.15384615384615385,3.0,1
Anthony Edwards,1.3782051282051282,1.1794871794871795,0.0,53.75,39.0,12.75,0.2372093023255814,1.1538461538461537,0.3333333333333333,0.5641025641025641,0.21692718982027206,3,0.18181818181818182,2.0,1
Anthony Gill,0.875,1.25,0.0,1.75,2.0,1.0,0.5,1.25,0.0,0.75,0.5,4,1.0,1.0,1
Ariel Hukporti,0.7083333333333334,0.2777777777777778,0.0,12.75,18.0,0.0,0.0,0.2777777777777778,0.0,0.05555555555555555,0.0,3,0.0,3.0,1
Asa Newell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ausar Thompson,1.0984848484848484,0.5757575757575758,0.0,36.25,33.0,8.0,0.2206896551724138,0.42424242424242425,0.0,0.18181818181818182,0.1695249066127017,2,0.3333333333333333,4.0,0
Ayo Dosunmu,0.8981481481481481,0.5925925925925926,0.0,24.25,27.0,0.0,0.0,0.48148148148148145,0.5,0.2222222222222222,0.19629758066865433,2,0.0,3.0,0
Bam Adebayo,0.9264705882352942,0.6176470588235294,0.0,31.5,34.0,1.25,0.03968253968253968,0.7352941176470589,0.4444444444444444,0.29411764705882354,0.17911454055879325,1,0.0,2.0,1
Baylor Scheierman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ben Saraf,1.1375,0.6,0.0,22.75,20.0,0.0,0.0,0.65,0.6,0.3,0.14907892317427046,2,0.0,1.0,1
Bismack Biyombo,0.85,0.4,0.0,4.25,5.0,0.25,0.058823529411764705,0.8,0.0,0.0,0.0,0,0.0,1.0,1
Blake Wesley,1.3166666666666667,0.8666666666666667,0.0,19.75,15.0,0.0,0.0,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.08382585866793041,3,0.0,4.0,0
Bobby Portis,0.6470588235294118,0.17647058823529413,0.0,11.0,17.0,0.0,0.0,0.29411764705882354,0.0,0.058823529411764705,0.0,1,0.0,2.0,0
Bobi Klintman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Bogdan Bogdanovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Bones Hyland,0.6875,0.5,0.0,5.5,8.0,0.0,0.0,0.5,1.0,0.125,0.0,4,1.0,1.0,1
Bradley Beal,0.4125,0.3,0.0,8.25,20.0,0.0,0.0,0.45,1.0,0.1,1.0,1,0.0,2.0,1
Brandon Ingram,1.2314814814814814,0.8888888888888888,0.0,33.25,27.0,3.25,0.09774436090225563,0.8888888888888888,0.25,0.3333333333333333,0.19840822221758178,1,0.0,4.0,1
