Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
AJ Green,0.37962962962962965,0.18518518518518517,0.0,10.25,27.0,0.0,0.0,0.2222222222222222,0.6666666666666666,0.037037037037037035,0.0,1,0.0,1.0,1
AJ Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Aaron Gordon,0.8629032258064516,0.6129032258064516,0.0,26.75,31.0,0.0,0.0,0.5161290322580645,0.6,0.3225806451612903,0.10733043284097564,2,0.1,2.0,1
Aaron Holiday,1.6666666666666667,0.6666666666666666,0.0,5.0,3.0,2.0,0.4,0.3333333333333333,1.0,0.0,0.0,0,0.0,1.0,1
Adou Thiero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ajay Mitchell,1.0480769230769231,0.7692307692307693,0.0,27.25,26.0,0.0,0.0,0.6538461538461539,0.5714285714285714,0.2692307692307692,0.24425271408822205,1,0.0,4.0,1
Al Horford,0.967391304347826,0.5652173913043478,0.0,22.25,23.0,0.0,0.0,0.43478260869565216,0.75,0.13043478260869565,0.08421052631578947,1,0.3333333333333333,7.0,0
Alex Caruso,1.411764705882353,0.8235294117647058,0.0,24.0,17.0,0.0,0.0,0.4117647058823529,0.3333333333333333,0.23529411764705882,0.33848378490128256,1,0.0,3.0,0
Alex Sarr,1.4609375,0.96875,0.0,46.75,32.0,0.0,0.0,0.6875,0.16666666666666666,0.40625,0.24934893720651838,3,0.07692307692307693,2.0,1
Alperen Sengun,1.4732142857142858,0.8571428571428571,0.0,41.25,28.0,7.5,0.18181818181818182,0.5714285714285714,0.16666666666666666,0.2857142857142857,0.17142474005889155,1,0.125,3.0,1
Amen Thompson,1.1071428571428572,0.8,0.0,38.75,35.0,0.0,0.0,0.42857142857142855,0.25,0.2571428571428571,0.06597399529632654,1,0.2222222222222222,3.0,1
Amir Coffey,0.2708333333333333,0.16666666666666666,0.0,3.25,12.0,0.0,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0,3,0.0,2.0,1
