Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
AJ Johnson,0.4166666666666667,0.0,0.0,1.25,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,1.0,1
Aaron Holiday,0.765625,0.625,0.0,12.25,16.0,0.0,0.0,0.4375,0.0,0.3125,0.13497974003335883,2,0.0,5.0,0
Ace Bailey,0.875,0.5,0.0,8.75,10.0,0.0,0.0,1.1,0.6666666666666666,0.2,1.0,1,0.0,4.0,0
Al Horford,1.1,0.65,0.0,22.0,20.0,0.0,0.0,0.25,1.0,0.1,1.0,1,0.0,4.0,0
Alex Sarr,0.6413043478260869,0.43478260869565216,0.0,14.75,23.0,0.0,0.0,0.7391304347826086,0.2857142857142857,0.17391304347826086,0.17562832740518539,1,0.0,3.0,1
Alperen Sengun,1.3,0.9555555555555556,0.0,58.5,45.0,19.25,0.32905982905982906,1.0444444444444445,0.047619047619047616,0.4222222222222222,0.23440394570699286,4,0.42105263157894735,5.0,1
Amen Thompson,0.6923076923076923,0.38461538461538464,0.0,27.0,39.0,7.5,0.2777777777777778,0.41025641025641024,0.2,0.20512820512820512,0.0662191111394379,4,0.625,5.0,1
Anfernee Simons,0.16666666666666666,0.3333333333333333,0.0,2.0,12.0,0.0,0.0,0.4166666666666667,0.6666666666666666,0.0,0.0,0,0.0,5.0,0
Anthony Black,0.8680555555555556,0.6666666666666666,0.0,31.25,36.0,6.5,0.208,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.16914649593522163,2,0.25,3.0,1
Anthony Gill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Asa Newell,1.0833333333333333,0.8888888888888888,0.0,9.75,9.0,0.0,0.0,1.0,0.3333333333333333,0.5555555555555556,0.3082924773703287,1,0.0,4.0,0
Ayo Dosunmu,1.0096153846153846,1.0,0.0,26.25,26.0,7.0,0.26666666666666666,0.6538461538461539,0.6666666666666666,0.38461538461538464,0.06528635795352972,1,0.1,6.0,0
Baylor Scheierman,0.5833333333333334,0.3333333333333333,0.0,10.5,18.0,0.0,0.0,0.2222222222222222,0.5,0.05555555555555555,0.0,2,0.0,3.0,1
Bilal Coulibaly,0.8482142857142857,0.35714285714285715,0.0,23.75,28.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.08084523696843023,1,0.0,3.0,1
Bismack Biyombo,1.625,0.0,0.0,3.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0
Bogdan Bogdanovic,0.5714285714285714,0.45714285714285713,0.0,20.0,35.0,2.0,0.1,0.37142857142857144,0.6,0.17142857142857143,0.09426557253947591,4,0.6666666666666666,5.0,0
Brandin Podziemski,1.1057692307692308,0.8461538461538461,0.0,28.75,26.0,0.0,0.0,0.5384615384615384,0.6,0.3076923076923077,0.12285798332705283,1,0.25,3.0,0
Brandon Williams,0.9435483870967742,0.7096774193548387,0.0,29.25,31.0,5.5,0.18803418803418803,0.5483870967741935,0.2,0.3548387096774194,0.16623756281622368,1,0.2727272727272727,3.0,1
Brice Sensabaugh,1.0357142857142858,0.6071428571428571,0.0,29.0,28.0,8.25,0.28448275862068967,0.5357142857142857,0.75,0.25,0.11060199601006088,4,0.8571428571428571,4.0,1
Brook Lopez,1.1785714285714286,0.5714285714285714,0.0,16.5,14.0,0.0,0.0,0.42857142857142855,1.0,0.21428571428571427,0.3058103975535168,2,0.0,2.0,0
Bryce McGowens,0.8653846153846154,0.6153846153846154,0.0,11.25,13.0,7.5,0.6666666666666666,0.6923076923076923,0.25,0.38461538461538464,0.3023670554655517,4,1.0,3.0,1
Bub Carrington,0.85,0.4,0.0,17.0,20.0,0.0,0.0,0.3,0.6666666666666666,0.1,1.0,1,0.0,3.0,0
Buddy Hield,1.175,0.7,0.0,23.5,20.0,5.75,0.24468085106382978,0.45,0.6666666666666666,0.2,0.08561826104592775,2,0.25,4.0,0
CJ McCollum,0.90625,0.65625,0.0,29.0,32.0,0.0,0.0,0.5,0.8,0.25,0.42785609673975217,3,0.0,3.0,1
Caleb Houstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Caleb Love,0.6785714285714286,0.2857142857142857,0.0,9.5,14.0,0.0,0.0,0.5714285714285714,0.6666666666666666,0.07142857142857142,0.0,1,0.0,3.0,0
Caleb Martin,0.55,0.2,0.0,2.75,5.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,1.0,1
Cam Christie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Cam Whitmore,0.7692307692307693,0.6153846153846154,0.0,10.0,13.0,0.0,0.0,0.5384615384615384,0.0,0.23076923076923078,0.3125,2,0.0,2.0,0
Carter Bryant,0.2857142857142857,0.14285714285714285,0.0,2.0,7.0,0.0,0.0,0.5714285714285714,1.0,0.0,0.0,0,0.0,2.0,1
Chris Boucher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Chris Paul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Clint Capela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Coby White,1.5333333333333334,1.2666666666666666,0.0,46.0,30.0,15.75,0.3423913043478261,1.1,0.4444444444444444,0.6333333333333333,0.15762421112687489,4,0.5263157894736842,7.0,0
