# Top Lineup Score: 409.75
# Cash Score: 314.50
# Top 3 Lineups:
# Rank 1: 409.75 - C Deandre Ayton F Julius Randle G LaMelo Ball PF Pascal Siakam PG Ryan Rollins SF Jake LaRavia SG Ben Sheppard UTIL Austin Reaves
# Rank 2: 408.25 - C Deandre Ayton F Kawhi Leonard G LaMelo Ball PF Evan Mobley PG Ryan Rollins SF Austin Reaves SG Ben Sheppard UTIL RayJ Dennis
# Rank 3: 408.0 - C Deandre Ayton F Jake LaRavia G Austin Reaves PF Giannis Antetokounmpo PG LaMelo Ball SF PJ Washington SG Ben Sheppard UTIL RayJ Dennis


Player Name,Actual Score,Ownership,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Luka Doncic,0.0,0.1,,,,,,,,,,,,,,,
Giannis Antetokounmpo,80.0,42.15,2.378787878787879,1.5454545454545454,0.0,78.5,33.0,4.5,0.05732484076433121,1.6363636363636365,0.0,0.5757575757575758,0.23636224130945988,4.0,0.3684210526315789,4.0,0.0
Anthony Davis,52.0,32.42,1.4428571428571428,0.8857142857142857,0.0,50.5,35.0,4.75,0.09405940594059406,1.1142857142857143,0.125,0.2857142857142857,0.22193238345034658,2.0,0.2,6.0,0.0
LeBron James,0.0,,,,,,,,,,,,,,,,
Anthony Edwards,6.75,14.19,2.25,1.6666666666666667,0.0,6.75,3.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0
Donovan Mitchell,33.75,14.66,1.0227272727272727,1.0,0.0,33.75,33.0,2.0,0.05925925925925926,1.0606060606060606,0.46153846153846156,0.30303030303030304,0.21598601349970648,1.0,0.3,4.0,0.0
LaMelo Ball,84.75,20.69,,,,,,,,,,,,,,,
Domantas Sabonis,39.0,8.14,1.2096774193548387,0.4838709677419355,0.0,37.5,31.0,3.25,0.08666666666666667,0.8387096774193549,0.2,0.12903225806451613,0.14295426165996053,4.0,0.75,3.0,1.0
James Harden,52.0,8.58,1.3289473684210527,1.0526315789473684,0.0,50.5,38.0,2.0,0.039603960396039604,0.8157894736842105,0.5,0.3157894736842105,0.1294622786636521,1.0,0.16666666666666666,2.0,1.0
Tyler Herro,0.0,,,,,,,,,,,,,,,,
Evan Mobley,51.5,8.86,1.5147058823529411,0.9117647058823529,0.0,51.5,34.0,1.25,0.024271844660194174,1.1176470588235294,0.5,0.4411764705882353,0.17309413344176092,4.0,0.4666666666666667,4.0,1.0
Karl-Anthony Towns,47.5,9.53,1.2777777777777777,0.5555555555555556,0.0,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal Siakam,65.5,7.7,1.7297297297297298,1.162162162162162,0.0,64.0,37.0,8.5,0.1328125,1.2702702702702702,0.1875,0.35135135135135137,0.12463483040967849,2.0,0.3076923076923077,5.0,0.0
Jalen Brunson,60.75,5.83,1.7357142857142858,1.3428571428571427,0.0,60.75,35.0,3.25,0.053497942386831275,1.0857142857142856,0.5454545454545454,0.4,0.1909199524646541,3.0,0.21428571428571427,2.0,1.0
Scottie Barnes,58.25,3.46,1.6691176470588236,1.2941176470588236,0.0,56.75,34.0,4.25,0.07488986784140969,1.3529411764705883,0.18181818181818182,0.23529411764705882,0.26477860992819874,3.0,0.25,6.0,0.0
Bam Adebayo,40.75,4.26,1.0328947368421053,0.7368421052631579,0.0,39.25,38.0,5.25,0.1337579617834395,1.131578947368421,0.4444444444444444,0.23684210526315788,0.10699098761299249,2.0,0.0,5.0,0.0
Deni Avdija,40.25,2.26,1.2196969696969697,1.0,0.0,40.25,33.0,5.25,0.13043478260869565,1.0303030303030303,0.4444444444444444,0.24242424242424243,0.15403330006377103,2.0,0.125,3.0,1.0
Darius Garland,0.0,,,,,,,,,,,,,,,,
DeMar DeRozan,35.5,2.24,0.8875,0.625,0.0,35.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Reaves,85.75,77.43,2.16025641025641,1.5897435897435896,0.0,84.25,39.0,9.75,0.11572700296735905,1.435897435897436,0.3,0.6923076923076923,0.40613193001517656,2.0,0.2222222222222222,2.0,1.0
Zach LaVine,38.0,0.62,0.95,0.85,0.0,38.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kawhi Leonard,55.0,11.01,1.5285714285714285,1.0285714285714285,0.0,53.5,35.0,9.75,0.1822429906542056,1.0571428571428572,0.2,0.34285714285714286,0.21672947965803754,4.0,0.4166666666666667,4.0,1.0
Miles Bridges,34.0,18.32,,,,,,,,,,,,,,,
Julius Randle,46.0,9.5,1.1794871794871795,1.0256410256410255,0.0,46.0,39.0,5.5,0.11956521739130435,0.8974358974358975,0.3333333333333333,0.41025641025641024,0.20760561836718347,2.0,0.1875,3.0,1.0
RJ Barrett,25.5,2.73,0.9107142857142857,0.7142857142857143,0.0,25.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norman Powell,49.25,1.69,1.5390625,1.03125,0.0,49.25,32.0,2.5,0.050761421319796954,1.15625,0.2222222222222222,0.4375,0.22199344552214825,3.0,0.0,2.0,1.0
Ivica Zubac,39.0,2.43,1.1142857142857143,0.7142857142857143,0.0,39.0,35.0,1.25,0.03205128205128205,0.7714285714285715,0.0,0.11428571428571428,0.05339876942866051,2.0,0.0,2.0,1.0
Brandon Ingram,37.5,12.14,1.171875,0.875,0.0,37.5,32.0,4.75,0.12666666666666668,0.75,0.2,0.1875,0.11592012630550619,3.0,0.3333333333333333,4.0,0.0
Cooper Flagg,36.0,5.54,1.2413793103448276,0.896551724137931,0.0,36.0,29.0,1.5,0.041666666666666664,0.7931034482758621,0.6666666666666666,0.2413793103448276,0.17792660653570228,2.0,0.0,6.0,0.0
Brandon Miller,0.0,0.01,,,,,,,,,,,,,,,
Alexandre Sarr,39.0,4.46,,,,,,,,,,,,,,,
Immanuel Quickley,31.75,5.39,0.9921875,0.625,0.0,31.75,32.0,0.0,0.0,0.78125,0.5,0.1875,0.16834941104492435,2.0,0.0,4.0,1.0
Shaedon Sharpe,28.25,2.11,0.8828125,0.8125,0.0,28.25,32.0,2.75,0.09734513274336283,1.09375,0.5384615384615384,0.15625,0.23450027159681944,3.0,0.0,4.0,0.0
Andrew Nembhard,0.0,,,,,,,,,,,,,,,,
Myles Turner,29.0,0.47,0.9354838709677419,0.5806451612903226,0.0,29.0,31.0,4.25,0.14655172413793102,0.8387096774193549,0.5714285714285714,0.06451612903225806,1.0,1.0,0.0,3.0,1.0
Kyshawn George,22.0,26.68,,,,,,,,,,,,,,,
Kevin Porter Jr.,0.0,,,,,,,,,,,,,,,,
Deandre Ayton,47.75,20.16,1.2847222222222223,0.75,0.0,46.25,36.0,9.5,0.20540540540540542,1.1111111111111112,0.0,0.1111111111111111,0.1040976664075878,4.0,0.5,3.0,1.0
